pairid	q_acc	r_acc	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular	syn2b_legacy_adjacency	syn2b_junctions	status	syn2b_rev_breakpoints	syn2b_rev_scj_distance	syn2b_rev_breakpoint_density	syn2b_rev_inverted_fraction	syn2b_rev_raw_inverted_fraction	syn2b_rev_orientation_mismatches	syn2b_rev_orientation_mismatches_raw	syn2b_rev_orientation_uninformative	syn2b_rev_observable_fraction	syn2b_rev_observable_adjacencies	syn2b_rev_structural	syn2b_rev_shared_tags	syn2b_rev_repeats_dropped	syn2b_rev_landmarks_collapsed	syn2b_rev_circular	syn2b_rev_legacy_adjacency	syn2b_rev_junctions	reverse_status	syn2b_scj_corrected	syn2b_hidden_a	syn2b_hidden_b
GCA_011523395.1__GCA_011523635.1	GCA_011523395.1	GCA_011523635.1	0	41	0.00000	0.45324	0.54676	63	76	0	0.2561	21	0.5176	139	13	0	false	0.0013		ok	0	41	0.00000	0.45324	0.54676	63	76	0	0.7021	33	0.5176	139	13	0	false	0.0013		ok	-34.00	61.00	14.00
GCF_001672755.1__GCF_001667925.1	GCF_001672755.1	GCF_001667925.1	0	44	0.00000	0.48684	0.51316	74	78	0	0.5455	54	0.6106	152	32	0	false	0.0004		ok	0	44	0.00000	0.48684	0.51316	74	78	0	0.7349	61	0.6106	152	32	0	false	0.0004		ok	-23.00	44.99	22.00
GCF_900119365.1__GCF_014649535.1	GCF_900119365.1	GCF_014649535.1	8	98	0.00845	0.38437	0.61563	364	583	0	0.9732	872	0.8965	947	26	0	false	0.0090	344530,1424946,1948202,2980978,3453602,3739790,5690254,5691451	ok	9	98	0.00950	0.38437	0.61563	364	583	0	0.9711	874	0.8965	947	26	0	false	0.0090	1946477,2671342,3701974,6354695,6952988,6964641,7525671,8139300,8272861	ok	47.98	24.01	26.01
GCF_001424165.1__GCA_003520365.1	GCF_001424165.1	GCA_003520365.1	0	51	0.00000	0.49315	0.50685	36	37	0	0.9167	11	0.1774	73	5	0	false	0.0002		ok	0	51	0.00000	0.49315	0.50685	36	37	0	0.0328	2	0.1774	73	5	0	false	0.0002		ok	-8.98	1.00	58.98
GCF_001885215.1__GCA_013203655.1	GCF_001885215.1	GCA_013203655.1	0	69	0.00000	0.37063	0.37063	53	53	0	1.0000	77	0.5208	143	14	0	false	0.0046		ok	1	69	0.00699	0.37063	0.37063	53	53	0	0.4648	66	0.5208	143	14	0	false	0.0046	760500	ok	-7.00	0.00	76.00
GCA_900547475.1__GCF_004353185.1	GCA_900547475.1	GCF_004353185.1	2	65	0.00749	0.38951	0.61049	104	163	0	0.7915	167	0.7325	267	14	0	false	0.0026	731816,3185702	ok	1	65	0.00375	0.38951	0.61049	104	163	0	0.8095	170	0.7325	267	14	0	false	0.0026	1876816	ok	-19.00	43.99	40.01
GCF_000938265.1__GCF_900177685.1	GCF_000938265.1	GCF_900177685.1	0	13	0.00000	0.41892	0.58108	31	43	0	0.8615	56	0.8143	74	5	0	false	0.0013		ok	0	13	0.00000	0.41892	0.58108	31	43	0	0.8871	55	0.8143	74	5	0	false	0.0013		ok	-3.00	9.00	7.00
GCF_000402035.1__GCA_001189345.1	GCF_000402035.1	GCA_001189345.1	2	69	0.02500	0.45000	0.55000	36	44	0	0.9811	52	0.3030	80	67	0	false	0.0004	76824,3852436	ok	8	69	0.10000	0.45000	0.55000	36	44	0	0.7237	55	0.3030	80	67	0	false	0.0004	244070,293183,353039,1168934,1198764,1342547,2700791,3163365	ok	47.00	1.00	21.00
GCA_017961175.1__GCA_017962375.1	GCA_017961175.1	GCA_017962375.1	0	15	0.00000	0.30000	0.70000	12	28	0	0.2857	8	0.4828	40	2	0	false	0.0000		ok	0	15	0.00000	0.30000	0.70000	12	28	0	0.9333	14	0.4828	40	2	0	false	0.0000		ok	-6.00	20.00	1.00
GCF_000377565.1__GCF_017741815.1	GCF_000377565.1	GCF_017741815.1	16	86	0.02410	0.46536	0.53464	309	355	0	0.9686	617	0.8732	664	19	0	false	0.0083	84525,197293,267653,1254543,1498632,2469791,2477570,3319862,3803404,3870270,3893687,3949966,4286566,4340055,5255528,6226857	ok	14	86	0.02108	0.46536	0.53464	309	355	0	0.9716	615	0.8732	664	19	0	false	0.0083	121771,172881,202426,503601,579319,652145,1470200,1522727,1794460,2717882,2893082,3043442,3057872,4961910	ok	48.02	20.00	17.98
GCA_001604135.1__GCA_016292145.1	GCA_001604135.1	GCA_016292145.1	0	49	0.00000	0.46774	0.46774	58	58	0	0.9180	56	0.5421	124	9	0	false	0.0036		ok	0	49	0.00000	0.46774	0.46774	58	58	0	0.4327	45	0.5421	124	9	0	false	0.0036		ok	-15.00	5.00	59.00
GCA_900553135.1__GCA_905205085.1	GCA_900553135.1	GCA_905205085.1	0	6	0.00000	0.37838	0.62162	14	23	0	0.0000	0	0.4000	37	0	0	false	0.0004		ok	0	6	0.00000	0.37838	0.62162	14	23	0	0.0000	0	0.4000	37	0	0	false	0.0004		ok			
GCF_900112625.1__GCF_000364445.2	GCF_900112625.1	GCF_000364445.2	25	157	0.10870	0.43043	0.43043	99	99	0	0.8603	197	0.4567	230	29	0	false	0.0023	623863,759107,939857,1036047,1049612,1119317,1191001,1210419,2604216,2689294,2751399,3569617,4093645,4589596,4629764,4712065,4730126,4810674,5283057,5319280,5647373,6051152,6155813,6188534,6449129	ok	22	157	0.09565	0.43043	0.43043	99	99	0	1.0000	192	0.4567	230	29	0	false	0.0023	211552,219530,358405,964879,1529515,1722474,1791328,1993144,2271583,2360012,2705610,2813093,3672419,3708112,4019560,4142547,4644789,4783045,4854883,4912630,5172343,6279004	ok	125.01	31.99	0.00
GCA_902576125.1__GCA_902512325.1	GCA_902576125.1	GCA_902512325.1	0	7	0.00000	0.31250	0.31250	5	5	0	0.5000	2	0.3000	16	3	0	false	0.0000		ok	0	7	0.00000	0.31250	0.31250	5	5	0	0.2222	2	0.3000	16	3	0	false	0.0000		ok	-2.00	2.00	7.00
GCA_902576905.1__GCA_902537235.1	GCA_902576905.1	GCA_902537235.1	0	23	0.00000	0.37209	0.62791	32	54	0	0.8125	52	0.7013	86	0	0	false	0.0032		ok	0	23	0.00000	0.37209	0.62791	32	54	0	0.7463	50	0.7013	86	0	0	false	0.0032		ok	-6.00	12.00	17.00
GCA_902536925.1__GCA_902518165.1	GCA_902536925.1	GCA_902518165.1	0	16	0.00000	0.50000	0.50000	43	43	0	0.8400	63	0.8000	86	0	0	false	0.0062		ok	0	16	0.00000	0.50000	0.50000	43	43	0	0.9130	63	0.8000	86	0	0	false	0.0062		ok	-2.00	12.00	6.00
GCF_001426905.1__GCA_017745235.1	GCF_001426905.1	GCA_017745235.1	2	51	0.02632	0.31579	0.31579	24	24	0	0.8723	41	0.3544	76	10	0	false	0.0000	744858,4118749	ok	2	51	0.02632	0.31579	0.31579	24	24	0	0.6500	39	0.3544	76	10	0	false	0.0000	2619426,4172635	ok	24.00	6.00	21.00
GCA_000383735.1__GCA_002323895.1	GCA_000383735.1	GCA_002323895.1	1	40	0.00730	0.45985	0.45985	63	63	0	0.8514	63	0.6117	137	22	0	false	0.0016	1412158	ok	1	40	0.00730	0.45985	0.45985	63	63	0	0.5761	53	0.6117	137	22	0	false	0.0016	358662	ok	-9.99	11.00	39.00
GCF_000691165.1__GCF_000691145.1	GCF_000691165.1	GCF_000691145.1	0	10	0.00000	0.41216	0.41216	61	61	0	0.9457	122	0.9254	148	1	0	false	0.0013		ok	0	10	0.00000	0.41216	0.41216	61	61	0	0.9380	121	0.9254	148	1	0	false	0.0013		ok	-5.00	7.00	8.00
GCF_004137255.1__GCF_013155335.1	GCF_004137255.1	GCF_013155335.1	2	13	0.03333	0.36667	0.63333	22	38	0	0.9231	48	0.7833	60	167	0	false	0.0006	701979,991725	ok	2	13	0.03333	0.36667	0.63333	22	38	0	0.8727	48	0.7833	60	167	0	false	0.0006	907726,1420300	ok	2.00	4.00	7.00
GCF_001068775.1__GCA_905221345.1	GCF_001068775.1	GCA_905221345.1	0	9	0.00000	0.33333	0.66667	8	16	0	0.2667	4	0.4000	24	15	0	false	0.0005		ok	0	9	0.00000	0.33333	0.66667	8	16	0	1.0000	6	0.4000	24	15	0	false	0.0005		ok	-2.00	11.00	0.00
GCF_001180165.1__GCA_902571955.1	GCF_001180165.1	GCA_902571955.1	0	9	0.00000	0.34286	0.34286	12	12	0	0.7391	17	0.6667	35	0	0	false	0.0042		ok	0	9	0.00000	0.34286	0.34286	12	12	0	0.8182	18	0.6667	35	0	0	false	0.0042		ok	-1.00	6.00	4.00
GCF_000960475.2__GCF_014648255.1	GCF_000960475.2	GCF_014648255.1	0	60	0.00000	0.49744	0.49744	97	97	0	0.6667	118	0.6809	195	13	0	false	0.0005		ok	0	60	0.00000	0.49744	0.49744	97	97	0	0.9281	129	0.6809	195	13	0	false	0.0005		ok	-8.98	58.99	9.99
GCA_017963805.1__GCA_017539325.1	GCA_017963805.1	GCA_017539325.1	0	65	0.00000	0.44279	0.55721	89	112	0	0.8609	99	0.6108	201	9	0	false	0.0113		ok	0	65	0.00000	0.44279	0.55721	89	112	0	0.5325	82	0.6108	201	9	0	false	0.0113		ok	-22.99	16.00	71.99
GCF_001693515.2__GCF_009930815.1	GCF_001693515.2	GCF_009930815.1	5	48	0.00928	0.05009	0.05009	27	27	0	1.0000	539	0.9147	539	57	0	true	0.0097	3203253,3274913,7542258,7892616,8552966	ok	6	48	0.01113	0.05009	0.05009	27	27	0	1.0000	539	0.9147	539	57	0	true	0.0097	829015,2914701,3151894,4932268,5557788,5569506	ok	48.00	0.00	0.00
GCF_002082245.2__GCF_003600645.1	GCF_002082245.2	GCF_003600645.1	5	22	0.06849	0.23288	0.76712	17	56	0	1.0000	73	0.7381	73	45	0	true	0.0006	188528,1011387,1236967,2740242,4037921	ok	5	22	0.06849	0.23288	0.76712	17	56	0	1.0000	73	0.7381	73	45	0	true	0.0006	1867544,2885604,3617661,4447720,4701486	ok	22.00	0.00	0.00
GCF_014298075.1__GCF_001598695.1	GCF_014298075.1	GCF_001598695.1	0	20	0.00000	0.31915	0.31915	15	15	0	1.0000	28	0.5745	47	15	0	false	0.0009		ok	0	20	0.00000	0.31915	0.31915	15	15	0	0.4348	20	0.5745	47	15	0	false	0.0009		ok	-6.00	0.00	26.00
GCA_005789325.1__GCA_000428345.2	GCA_005789325.1	GCA_000428345.2	0	5	0.00000	0.50000	0.50000	4	4	0	0.0000	0	0.0000	8	37	0	false	0.0000		ok	0	5	0.00000	0.50000	0.50000	4	4	0	0.0000	0	0.0000	8	37	0	false	0.0000		ok			
GCA_900552015.1__GCF_000765235.1	GCA_900552015.1	GCF_000765235.1	2	40	0.01515	0.39394	0.60606	52	80	0	0.5357	45	0.6000	132	3	0	false	0.0018	764664,1966943	ok	3	40	0.02273	0.39394	0.60606	52	80	0	0.7368	56	0.6000	132	3	0	false	0.0018	34879,771343,776355	ok	-19.01	39.00	20.00
GCA_902582155.1__GCA_902553555.1	GCA_902582155.1	GCA_902553555.1	0	1	0.00000	0.00000	1.00000	0	10	0	0.6667	4	0.8333	10	2	0	false	0.0000		ok	0	1	0.00000	0.00000	1.00000	0	10	0	0.8000	4	0.8333	10	2	0	false	0.0000		ok	-2.00	2.00	1.00
GCA_000831085.1__GCA_905373305.1	GCA_000831085.1	GCA_905373305.1	0	23	0.00000	0.47826	0.47826	33	33	0	0.9048	19	0.4651	69	11	0	false	0.0017		ok	0	23	0.00000	0.47826	0.47826	33	33	0	0.4048	17	0.4651	69	11	0	false	0.0017		ok	-4.00	2.00	25.00
GCF_014222285.1__GCF_013343235.1	GCF_014222285.1	GCF_013343235.1	40	317	0.05405	0.45811	0.54189	339	401	0	0.6387	472	0.5972	740	58	0	false	0.0058	244667,430589,484111,1288103,1365984,1559753,1692475,1753053,1829415,2255914,2443132,2669814,2705972,3014404,3138019,3465749,3700002,3890674,3929357,3949864,3978677,4239096,4302820,4370505,4614315,4636859,4677729,4730470,4809606,4963874,4995253,5037667,5435297,6173304,6533779,6601718,6927078,7374591,7623225,7711121	ok	24	317	0.03243	0.45811	0.54189	339	401	0	1.0000	518	0.5972	740	58	0	false	0.0058	17109,660079,859452,1213704,1254556,2253231,2259723,2772617,3182150,3375328,3675315,4472902,4503632,4653673,5477158,5561890,5575413,5729961,5846351,6675760,6947991,7226376,7656586,8000485	ok	50.00	267.00	0.00
GCA_902634305.1__GCA_902587435.1	GCA_902634305.1	GCA_902587435.1	0	16	0.00000	0.42500	0.42500	17	17	0	0.4815	13	0.5000	40	0	0	false	0.0038		ok	0	16	0.00000	0.42500	0.42500	17	17	0	0.6667	14	0.5000	40	0	0	false	0.0038		ok	-5.00	14.00	7.00
GCA_003282205.1__GCA_902617895.1	GCA_003282205.1	GCA_902617895.1	0	10	0.00000	0.37037	0.62963	20	34	0	0.7907	34	0.7826	54	0	0	false	0.0016		ok	0	10	0.00000	0.37037	0.62963	20	34	0	0.8974	35	0.7826	54	0	0	false	0.0016		ok	-3.00	9.00	4.00
GCF_000421725.1__GCF_000166355.1	GCF_000421725.1	GCF_000166355.1	0	23	0.00000	0.35833	0.64167	86	154	0	0.9038	216	0.9042	240	17	0	false	0.0042		ok	0	23	0.00000	0.35833	0.64167	86	154	0	0.9954	217	0.9042	240	17	0	false	0.0042		ok	-0.99	22.99	1.00
GCA_900321605.1__GCA_017542915.1	GCA_900321605.1	GCA_017542915.1	6	68	0.02510	0.37657	0.62343	90	149	0	0.8663	149	0.6837	239	8	0	false	0.0085	597074,742096,1250857,1401021,1408363,1682053	ok	7	68	0.02929	0.37657	0.62343	90	149	0	0.7474	142	0.6837	239	8	0	false	0.0085	435344,465593,665678,771586,1103293,1826700,2197228	ok	-2.99	23.00	47.99
GCA_900765185.1__GCA_900765115.1	GCA_900765185.1	GCA_900765115.1	0	81	0.00000	0.49077	0.50923	133	138	0	0.4694	92	0.6068	271	5	0	false	0.0176		ok	0	81	0.00000	0.49077	0.50923	133	138	0	0.8519	115	0.6068	271	5	0	false	0.0176		ok	-42.99	103.99	19.99
GCA_902628525.1__GCA_902591695.1	GCA_902628525.1	GCA_902591695.1	0	0	0.00000	0.50000	0.50000	5	5	0	0.6667	2	1.0000	10	0	0	false	0.0000		ok	0	0	0.00000	0.50000	0.50000	5	5	0	0.6667	2	1.0000	10	0	0	false	0.0000		ok	-2.00	1.00	1.00
GCA_902609285.1__GCA_902604835.1	GCA_902609285.1	GCA_902604835.1	0	19	0.00000	0.29787	0.29787	28	28	0	0.8228	65	0.7765	94	0	0	false	0.0166		ok	0	19	0.00000	0.29787	0.29787	28	28	0	0.8889	64	0.7765	94	0	0	false	0.0166		ok	-3.00	14.00	8.00
GCF_004320525.1__GCF_001663775.1	GCF_004320525.1	GCF_001663775.1	1	20	0.01124	0.37079	0.62921	33	56	0	0.8276	72	0.7802	89	29	0	false	0.0000	2029357	ok	0	20	0.00000	0.37079	0.62921	33	56	0	0.9867	74	0.7802	89	29	0	false	0.0000		ok	4.00	15.00	1.00
GCF_000966285.1__GCF_016786355.1	GCF_000966285.1	GCF_016786355.1	2	120	0.00791	0.43478	0.56522	110	143	0	1.0000	150	0.5402	253	62	0	false	0.0017	1589448,2469320	ok	5	120	0.01976	0.43478	0.56522	110	143	0	0.5317	134	0.5402	253	62	0	false	0.0017	63041,1899346,2134545,4947347,5450839	ok	1.98	0.00	118.02
GCF_900234795.1__GCF_014199985.1	GCF_900234795.1	GCF_014199985.1	6	59	0.02985	0.49751	0.49751	100	100	0	1.0000	173	0.7269	201	39	0	false	0.0014	43716,1992655,2254436,2339330,2853603,5388539	ok	7	59	0.03483	0.49751	0.49751	100	100	0	0.8600	172	0.7269	201	39	0	false	0.0014	279665,594875,3242571,3909175,4196804,4292231,5414379	ok	31.00	0.00	28.00
GCF_000717645.1__GCF_003610995.1	GCF_000717645.1	GCF_003610995.1	6	67	0.02532	0.49367	0.49367	117	117	0	0.8220	194	0.7298	237	26	0	false	0.0013	770045,1896554,3069755,3265049,4168602,4296101	ok	2	67	0.00844	0.49367	0.49367	117	117	0	1.0000	193	0.7298	237	26	0	false	0.0013	1729478,3685275	ok	24.99	42.01	0.00
GCF_014323405.1__GCA_902362365.1	GCF_014323405.1	GCA_902362365.1	1	69	0.00329	0.44408	0.44408	135	135	0	0.9828	228	0.7653	304	9	0	false	0.0071	118560	ok	4	69	0.01316	0.44408	0.44408	135	135	0	0.7666	220	0.7653	304	9	0	false	0.0071	364791,1402018,2042970,2065290	ok	-1.97	3.99	66.98
GCF_001667185.1__GCF_002101815.1	GCF_001667185.1	GCF_002101815.1	0	75	0.00000	0.47826	0.47826	165	165	0	0.7697	234	0.7656	345	10	0	false	0.0034		ok	0	75	0.00000	0.47826	0.47826	165	165	0	0.9272	242	0.7656	345	10	0	false	0.0034		ok	-14.02	70.01	19.00
GCF_001952855.1__GCF_000346755.1	GCF_001952855.1	GCF_000346755.1	1	60	0.00625	0.38125	0.38125	61	61	0	0.9130	84	0.5745	160	15	0	false	0.0017	283403	ok	3	60	0.01875	0.38125	0.38125	61	61	0	0.5769	75	0.5745	160	15	0	false	0.0017	1381829,2938388,5806324	ok	-3.01	8.00	55.01
GCF_003584685.1__GCA_910589175.1	GCF_003584685.1	GCA_910589175.1	0	16	0.00000	0.22581	0.22581	7	7	0	1.0000	14	0.4667	31	6	0	false	0.0005		ok	0	16	0.00000	0.22581	0.22581	7	7	0	0.2667	8	0.4667	31	6	0	false	0.0005		ok	-6.00	0.00	22.00
GCF_002259745.1__GCF_018555355.1	GCF_002259745.1	GCF_018555355.1	3	23	0.05085	0.45763	0.54237	27	32	0	0.6667	28	0.5490	59	14	0	false	0.0011	1246615,1306563,1913364	ok	2	23	0.03390	0.45763	0.54237	27	32	0	0.7838	29	0.5490	59	14	0	false	0.0011	1028231,2155717	ok	1.00	14.00	8.00
GCF_018207095.1__GCF_900143625.1	GCF_018207095.1	GCF_900143625.1	0	23	0.00000	0.43243	0.56757	48	63	0	0.4833	29	0.6290	111	19	0	false	0.0001		ok	0	23	0.00000	0.43243	0.56757	48	63	0	0.8537	35	0.6290	111	19	0	false	0.0001		ok	-14.00	31.00	6.00
GCF_009749465.1__GCF_003384855.1	GCF_009749465.1	GCF_003384855.1	0	14	0.00000	0.21739	0.21739	15	15	0	0.7619	48	0.7879	69	13	0	false	0.0008		ok	0	14	0.00000	0.21739	0.21739	15	15	0	0.9455	52	0.7879	69	13	0	false	0.0008		ok	-4.00	15.00	3.00
GCA_017557665.1__GCA_017405965.1	GCA_017557665.1	GCA_017405965.1	2	21	0.04167	0.45833	0.54167	22	26	0	0.6667	20	0.4474	48	12	0	false	0.0005	1126410,2226677	ok	1	21	0.02083	0.45833	0.54167	22	26	0	0.7600	19	0.4474	48	12	0	false	0.0005	988020	ok	5.00	10.00	6.00
GCF_003046425.1__GCF_000306675.2	GCF_003046425.1	GCF_000306675.2	6	52	0.02970	0.42079	0.57921	85	117	0	0.7839	156	0.7500	202	57	0	false	0.0020	1435322,1777384,1806510,2461472,2500830,2559274	ok	3	52	0.01485	0.42079	0.57921	85	117	0	0.9879	163	0.7500	202	57	0	false	0.0020	1267075,1306675,1511700	ok	7.00	43.00	2.00
GCF_002155975.1__GCF_017308975.1	GCF_002155975.1	GCF_017308975.1	2	311	0.00271	0.46143	0.53857	341	398	0	0.4644	320	0.5557	739	200	0	false	0.0042	3196615,8217055	ok	1	311	0.00135	0.46143	0.53857	341	398	0	0.9850	394	0.5557	739	200	0	false	0.0042	9926288	ok	-64.06	369.06	6.00
GCA_900316525.1__GCA_902778105.1	GCA_900316525.1	GCA_902778105.1	0	8	0.00000	0.26667	0.73333	8	22	0	0.7273	8	0.5000	30	1	0	false	0.0000		ok	0	8	0.00000	0.26667	0.73333	8	22	0	0.5385	7	0.5000	30	1	0	false	0.0000		ok	-1.00	3.00	6.00
GCF_000716535.1__GCF_014650035.1	GCF_000716535.1	GCF_014650035.1	2	45	0.00873	0.42795	0.57205	98	131	0	0.8775	179	0.7945	229	14	0	false	0.0012	173363,6822222	ok	2	45	0.00873	0.42795	0.57205	98	131	0	0.9418	178	0.7945	229	14	0	false	0.0012	1055447,2344270	ok	9.01	24.99	11.00
GCA_015062085.1__GCA_017939795.1	GCA_015062085.1	GCA_017939795.1	2	73	0.01075	0.48925	0.51075	91	95	0	0.4234	47	0.4470	186	36	0	false	0.0048	699684,3618144	ok	1	73	0.00538	0.48925	0.51075	91	95	0	0.7000	56	0.4470	186	36	0	false	0.0048	2670332	ok	-15.01	64.01	24.00
GCF_009858265.1__GCF_900101045.1	GCF_009858265.1	GCF_900101045.1	1	36	0.00192	0.30710	0.30710	160	160	0	0.9980	503	0.9321	521	13	0	false	0.0072	5827658	ok	3	36	0.00576	0.30710	0.30710	160	160	0	0.9712	505	0.9321	521	13	0	false	0.0072	1246648,2771324,5154417	ok	20.02	1.01	14.98
