pairid	q_acc	r_acc	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular	syn2b_legacy_adjacency	syn2b_junctions	status	syn2b_rev_breakpoints	syn2b_rev_scj_distance	syn2b_rev_breakpoint_density	syn2b_rev_inverted_fraction	syn2b_rev_raw_inverted_fraction	syn2b_rev_orientation_mismatches	syn2b_rev_orientation_mismatches_raw	syn2b_rev_orientation_uninformative	syn2b_rev_observable_fraction	syn2b_rev_observable_adjacencies	syn2b_rev_structural	syn2b_rev_shared_tags	syn2b_rev_repeats_dropped	syn2b_rev_landmarks_collapsed	syn2b_rev_circular	syn2b_rev_legacy_adjacency	syn2b_rev_junctions	reverse_status	syn2b_scj_corrected	syn2b_hidden_a	syn2b_hidden_b
GCA_004293365.1__GCA_013299165.1	GCA_004293365.1	GCA_013299165.1	0	35	0.00000	0.39241	0.60759	31	48	0	0.1489	7	0.3269	79	24	0	false	0.0004		ok	0	35	0.00000	0.39241	0.60759	31	48	0	0.7273	16	0.3269	79	24	0	false	0.0004		ok	-11.01	40.01	6.00
GCF_000425985.1__GCF_000455825.1	GCF_000425985.1	GCF_000455825.1	0	11	0.00000	0.44828	0.44828	13	13	0	0.8000	12	0.5217	29	7	0	false	0.0015		ok	0	11	0.00000	0.44828	0.44828	13	13	0	0.5500	11	0.5217	29	7	0	false	0.0015		ok	-1.00	3.00	9.00
GCF_003031675.1__GCF_001647715.1	GCF_003031675.1	GCF_001647715.1	0	32	0.00000	0.46269	0.53731	31	36	0	0.4394	29	0.5152	67	14	0	false	0.0005		ok	0	32	0.00000	0.46269	0.53731	31	36	0	1.0000	34	0.5152	67	14	0	false	0.0005		ok	-5.00	37.00	0.00
GCF_002549775.1__GCA_003449675.1	GCF_002549775.1	GCA_003449675.1	0	2	0.00000	0.42857	0.57143	3	4	0	0.0000	0	0.0000	7	5	0	false	0.0000		ok	0	2	0.00000	0.42857	0.57143	3	4	0	0.0000	0	0.0000	7	5	0	false	0.0000		ok			
GCA_003209755.1__GCA_003280445.1	GCA_003209755.1	GCA_003280445.1	0	5	0.00000	0.43478	0.43478	10	10	0	0.6667	4	0.5000	23	3	0	false	0.0000		ok	0	5	0.00000	0.43478	0.43478	10	10	0	0.4444	4	0.5000	23	3	0	false	0.0000		ok	-2.00	2.00	5.00
GCA_902625035.1__GCA_902624635.1	GCA_902625035.1	GCA_902624635.1	0	10	0.00000	0.36842	0.63158	7	12	0	0.1667	2	0.3333	19	0	0	false	0.0033		ok	0	10	0.00000	0.36842	0.63158	7	12	0	0.6250	5	0.3333	19	0	0	false	0.0033		ok	-3.00	10.00	3.00
GCA_011523395.1__GCA_011523635.1	GCA_011523395.1	GCA_011523635.1	0	6	0.00000	0.42857	0.57143	21	28	0	0.2857	4	0.5714	49	7	0	false	0.0009		ok	0	6	0.00000	0.42857	0.57143	21	28	0	0.6250	5	0.5714	49	7	0	false	0.0009		ok	-7.00	10.00	3.00
GCF_001672755.1__GCF_001667925.1	GCF_001672755.1	GCF_001667925.1	0	11	0.00000	0.47826	0.52174	22	24	0	0.3000	3	0.3125	46	10	0	false	0.0005		ok	0	11	0.00000	0.47826	0.52174	22	24	0	0.0909	1	0.3125	46	10	0	false	0.0005		ok	-6.00	7.00	10.00
GCF_900119365.1__GCF_014649535.1	GCF_900119365.1	GCF_014649535.1	2	50	0.00621	0.34472	0.65528	111	211	0	0.9286	260	0.8366	322	10	0	false	0.0061	1938704,3739790	ok	3	50	0.00932	0.34472	0.65528	111	211	0	0.9255	261	0.8366	322	10	0	false	0.0061	1856215,5954692,7525671	ok	9.00	19.99	21.01
GCF_001424165.1__GCA_003520365.1	GCF_001424165.1	GCA_003520365.1	0	8	0.00000	0.29412	0.29412	5	5	0	0.0000	0	0.0000	17	1	0	false	0.0000		ok	0	8	0.00000	0.29412	0.29412	5	5	0	0.0000	0	0.0000	17	1	0	false	0.0000		ok			
GCF_001885215.1__GCA_013203655.1	GCF_001885215.1	GCA_013203655.1	0	35	0.00000	0.33962	0.33962	18	18	0	1.0000	17	0.3269	53	6	0	false	0.0049		ok	0	35	0.00000	0.33962	0.33962	18	18	0	0.1538	8	0.3269	53	6	0	false	0.0049		ok	-9.02	0.00	44.02
GCA_900547475.1__GCF_004353185.1	GCA_900547475.1	GCF_004353185.1	1	30	0.01020	0.37755	0.62245	37	61	0	0.6491	37	0.5775	98	6	0	false	0.0024	731761	ok	1	30	0.01020	0.37755	0.62245	37	61	0	0.6182	34	0.5775	98	6	0	false	0.0024	503519	ok	-11.00	20.00	21.00
GCF_000938265.1__GCF_900177685.1	GCF_000938265.1	GCF_900177685.1	0	6	0.00000	0.45455	0.54545	10	12	0	0.6667	10	0.6471	22	2	0	false	0.0000		ok	0	6	0.00000	0.45455	0.54545	10	12	0	0.6923	9	0.6471	22	2	0	false	0.0000		ok	-3.00	5.00	4.00
GCF_000402035.1__GCA_001189345.1	GCF_000402035.1	GCA_001189345.1	1	21	0.03125	0.31250	0.68750	10	22	0	1.0000	14	0.3438	32	32	0	false	0.0006	156073	ok	2	21	0.06250	0.31250	0.68750	10	22	0	0.3793	11	0.3438	32	32	0	false	0.0006	1330016,2698382	ok	3.00	0.00	18.00
GCA_017961175.1__GCA_017962375.1	GCA_017961175.1	GCA_017962375.1	0	4	0.00000	0.31250	0.68750	5	11	0	0.2500	2	0.5000	16	2	0	false	0.0000		ok	0	4	0.00000	0.31250	0.68750	5	11	0	1.0000	4	0.5000	16	2	0	false	0.0000		ok	-2.00	6.00	0.00
GCF_000377565.1__GCF_017741815.1	GCF_000377565.1	GCF_017741815.1	4	44	0.01802	0.46396	0.53604	103	119	0	0.9293	184	0.8000	222	7	0	false	0.0082	267653,2477268,4340055,6225631	ok	3	44	0.01351	0.46396	0.53604	103	119	0	0.9192	182	0.8000	222	7	0	false	0.0082	2717576,3057872,4961910	ok	14.00	14.00	16.00
GCA_001604135.1__GCA_016292145.1	GCA_001604135.1	GCA_016292145.1	0	11	0.00000	0.34286	0.65714	12	23	0	0.8889	8	0.4500	35	0	0	false	0.0000		ok	0	11	0.00000	0.34286	0.65714	12	23	0	0.1500	3	0.4500	35	0	0	false	0.0000		ok	-7.00	1.00	17.00
GCA_900553135.1__GCA_905205085.1	GCA_900553135.1	GCA_905205085.1	0	0	0.00000	0.38462	0.61538	5	8	0	0.0000	0	1.0000	13	0	0	false	0.0000		ok	0	0	0.00000	0.38462	0.61538	5	8	0	0.0000	0	1.0000	13	0	0	false	0.0000		ok			
GCF_900112625.1__GCF_000364445.2	GCF_900112625.1	GCF_000364445.2	7	75	0.08642	0.41975	0.41975	34	34	0	0.4875	39	0.2647	81	7	0	false	0.0027	234174,1210419,3284561,3884480,4218007,4401410,5303403	ok	1	75	0.01235	0.41975	0.41975	34	34	0	1.0000	49	0.2647	81	7	0	false	0.0027	3690541	ok	34.00	41.00	0.00
GCA_902576125.1__GCA_902512325.1	GCA_902576125.1	GCA_902512325.1	0	2	0.00000	0.33333	0.33333	2	2	0	0.0000	0	0.0000	6	2	0	false	0.0000		ok	0	2	0.00000	0.33333	0.33333	2	2	0	0.0000	0	0.0000	6	2	0	false	0.0000		ok			
GCA_902576905.1__GCA_902537235.1	GCA_902576905.1	GCA_902537235.1	0	12	0.00000	0.32143	0.67857	9	19	0	0.6875	11	0.4783	28	0	0	false	0.0000		ok	0	12	0.00000	0.32143	0.67857	9	19	0	0.5000	9	0.4783	28	0	0	false	0.0000		ok	-2.00	5.00	9.00
GCA_902536925.1__GCA_902518165.1	GCA_902536925.1	GCA_902518165.1	0	7	0.00000	0.39286	0.60714	11	17	0	0.7143	15	0.6957	28	0	0	false	0.0031		ok	0	7	0.00000	0.39286	0.60714	11	17	0	0.8889	16	0.6957	28	0	0	false	0.0031		ok	-1.00	6.00	2.00
GCF_001426905.1__GCA_017745235.1	GCF_001426905.1	GCA_017745235.1	0	15	0.00000	0.35714	0.35714	10	10	0	0.8333	10	0.3182	28	3	0	false	0.0006		ok	1	15	0.03571	0.35714	0.35714	10	10	0	0.4118	7	0.3182	28	3	0	false	0.0006	4212941	ok	3.00	2.00	10.00
GCA_000383735.1__GCA_002323895.1	GCA_000383735.1	GCA_002323895.1	0	12	0.00000	0.46000	0.46000	23	23	0	0.4667	7	0.5200	50	5	0	false	0.0009		ok	0	12	0.00000	0.46000	0.46000	23	23	0	0.2174	5	0.5200	50	5	0	false	0.0009		ok	-14.00	8.00	18.00
GCF_000691165.1__GCF_000691145.1	GCF_000691165.1	GCF_000691145.1	0	7	0.00000	0.38333	0.38333	23	23	0	0.9130	42	0.8600	60	1	0	false	0.0008		ok	0	7	0.00000	0.38333	0.38333	23	23	0	0.8936	42	0.8600	60	1	0	false	0.0008		ok	-2.00	4.00	5.00
GCF_004137255.1__GCF_013155335.1	GCF_004137255.1	GCF_013155335.1	1	9	0.06250	0.31250	0.68750	5	11	0	0.8889	8	0.4000	16	52	0	false	0.0000	701979	ok	1	9	0.06250	0.31250	0.68750	5	11	0	0.6667	8	0.4000	16	52	0	false	0.0000	1398641	ok	4.00	1.00	4.00
GCF_001068775.1__GCA_905221345.1	GCF_001068775.1	GCA_905221345.1	0	4	0.00000	0.45455	0.54545	5	6	0	0.0000	0	0.2000	11	1	0	false	0.0016		ok	0	4	0.00000	0.45455	0.54545	5	6	0	1.0000	1	0.2000	11	1	0	false	0.0016		ok			
GCF_001180165.1__GCA_902571955.1	GCF_001180165.1	GCA_902571955.1	0	3	0.00000	0.30000	0.30000	3	3	0	0.0000	0	0.4000	10	0	0	false	0.0064		ok	0	3	0.00000	0.30000	0.30000	3	3	0	0.6667	2	0.4000	10	0	0	false	0.0064		ok			
GCF_000960475.2__GCF_014648255.1	GCF_000960475.2	GCF_014648255.1	0	28	0.00000	0.50000	0.50000	33	33	0	0.2353	12	0.4615	66	6	0	false	0.0005		ok	0	28	0.00000	0.50000	0.50000	33	33	0	0.9200	23	0.4615	66	6	0	false	0.0005		ok	-13.00	39.00	2.00
GCA_017963805.1__GCA_017539325.1	GCA_017963805.1	GCA_017539325.1	0	25	0.00000	0.45588	0.54412	31	37	0	0.6957	16	0.4186	68	3	0	false	0.0093		ok	0	25	0.00000	0.45588	0.54412	31	37	0	0.3158	12	0.4186	68	3	0	false	0.0093		ok	-8.00	7.00	26.00
GCF_001693515.2__GCF_009930815.1	GCF_001693515.2	GCF_009930815.1	2	22	0.01163	0.04651	0.04651	8	8	0	1.0000	172	0.8798	172	20	0	true	0.0087	7541897,7880607	ok	3	22	0.01744	0.04651	0.04651	8	8	0	1.0000	172	0.8798	172	20	0	true	0.0087	2709693,3151894,4931907	ok	22.00	0.00	0.00
GCF_002082245.2__GCF_003600645.1	GCF_002082245.2	GCF_003600645.1	2	4	0.10000	0.15000	0.85000	3	17	0	1.0000	20	0.8182	20	24	0	true	0.0000	166282,4029906	ok	2	4	0.10000	0.15000	0.85000	3	17	0	1.0000	20	0.8182	20	24	0	true	0.0000	2795067,3591114	ok	4.00	0.00	0.00
GCF_014298075.1__GCF_001598695.1	GCF_014298075.1	GCF_001598695.1	0	13	0.00000	0.41176	0.41176	7	7	0	1.0000	3	0.1875	17	5	0	false	0.0000		ok	0	13	0.00000	0.41176	0.41176	7	7	0	0.0000	0	0.1875	17	5	0	false	0.0000		ok			
GCA_005789325.1__GCA_000428345.2	GCA_005789325.1	GCA_000428345.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false	0.0000		ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false	0.0000		ok			
GCA_900552015.1__GCF_000765235.1	GCA_900552015.1	GCF_000765235.1	0	15	0.00000	0.39024	0.60976	16	25	0	0.0667	1	0.2500	41	1	0	false	0.0014		ok	0	15	0.00000	0.39024	0.60976	16	25	0	0.3000	3	0.2500	41	1	0	false	0.0014		ok	-5.99	13.99	7.00
GCA_902582155.1__GCA_902553555.1	GCA_902582155.1	GCA_902553555.1	0	1	0.00000	0.00000	1.00000	0	3	0	0.0000	0	0.0000	3	0	0	false	0.0000		ok	0	1	0.00000	0.00000	1.00000	0	3	0	0.0000	0	0.0000	3	0	0	false	0.0000		ok			
GCA_000831085.1__GCA_905373305.1	GCA_000831085.1	GCA_905373305.1	0	7	0.00000	0.33333	0.66667	7	14	0	0.0000	0	0.0000	21	3	0	false	0.0000		ok	0	7	0.00000	0.33333	0.66667	7	14	0	0.0000	0	0.0000	21	3	0	false	0.0000		ok			
GCF_014222285.1__GCF_013343235.1	GCF_014222285.1	GCF_013343235.1	14	172	0.05512	0.49213	0.50787	125	129	0	0.3320	84	0.3653	254	15	0	false	0.0053	244094,2705972,3134009,3175620,3874765,3949864,4200857,4355358,4957796,4995253,5090161,7347561,7383408,7620630	ok	6	172	0.02362	0.49213	0.50787	125	129	0	1.0000	117	0.3653	254	15	0	false	0.0053	2253231,3182150,4456654,4494828,5557770,5575413	ok	2.99	169.01	0.00
GCA_902634305.1__GCA_902587435.1	GCA_902634305.1	GCA_902587435.1	0	6	0.00000	0.35294	0.35294	6	6	0	0.4444	4	0.4545	17	0	0	false	0.0028		ok	0	6	0.00000	0.35294	0.35294	6	6	0	0.7143	5	0.4545	17	0	0	false	0.0028		ok	-1.00	5.00	2.00
GCA_003282205.1__GCA_902617895.1	GCA_003282205.1	GCA_902617895.1	0	5	0.00000	0.22222	0.77778	4	14	0	0.5000	5	0.5833	18	0	0	false	0.0000		ok	0	5	0.00000	0.22222	0.77778	4	14	0	0.6667	6	0.5833	18	0	0	false	0.0000		ok	-3.00	5.00	3.00
GCF_000421725.1__GCF_000166355.1	GCF_000421725.1	GCF_000166355.1	0	21	0.00000	0.36986	0.63014	27	46	0	0.6806	49	0.7123	73	4	0	false	0.0024		ok	0	21	0.00000	0.36986	0.63014	27	46	0	0.9811	52	0.7123	73	4	0	false	0.0024		ok	-3.00	23.00	1.00
GCA_900321605.1__GCA_017542915.1	GCA_900321605.1	GCA_017542915.1	0	26	0.00000	0.38554	0.61446	32	51	0	0.7895	30	0.5593	83	2	0	false	0.0097		ok	0	26	0.00000	0.38554	0.61446	32	51	0	0.4074	22	0.5593	83	2	0	false	0.0097		ok	-14.00	8.00	32.00
GCA_900765185.1__GCA_900765115.1	GCA_900765185.1	GCA_900765115.1	0	24	0.00000	0.44444	0.44444	40	40	0	0.2500	11	0.4545	90	0	0	false	0.0103		ok	0	24	0.00000	0.44444	0.44444	40	40	0	0.8500	17	0.4545	90	0	0	false	0.0103		ok	-12.00	33.00	3.00
GCA_902628525.1__GCA_902591695.1	GCA_902628525.1	GCA_902591695.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false	0.0000		ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false	0.0000		ok			
GCA_902609285.1__GCA_902604835.1	GCA_902609285.1	GCA_902604835.1	0	8	0.00000	0.25000	0.25000	8	8	0	0.6667	14	0.6522	32	0	0	false	0.0062		ok	0	8	0.00000	0.25000	0.25000	8	8	0	0.8824	15	0.6522	32	0	0	false	0.0062		ok	-1.00	7.00	2.00
GCF_004320525.1__GCF_001663775.1	GCF_004320525.1	GCF_001663775.1	1	15	0.02778	0.47222	0.52778	17	19	0	0.6471	22	0.5946	36	10	0	false	0.0000	2029357	ok	0	15	0.00000	0.47222	0.52778	17	19	0	0.9600	24	0.5946	36	10	0	false	0.0000		ok	2.00	12.00	1.00
GCF_000966285.1__GCF_016786355.1	GCF_000966285.1	GCF_016786355.1	0	49	0.00000	0.33333	0.66667	25	50	0	1.0000	29	0.3553	75	19	0	false	0.0007		ok	0	49	0.00000	0.33333	0.66667	25	50	0	0.2297	17	0.3553	75	19	0	false	0.0007		ok	-8.01	0.00	57.01
GCF_900234795.1__GCF_014199985.1	GCF_900234795.1	GCF_014199985.1	1	32	0.01471	0.48529	0.51471	33	35	0	1.0000	45	0.5556	68	12	0	false	0.0005	2254436	ok	3	32	0.04412	0.48529	0.51471	33	35	0	0.6119	41	0.5556	68	12	0	false	0.0005	594875,3899640,4290377	ok	6.00	0.00	26.00
GCF_000717645.1__GCF_003610995.1	GCF_000717645.1	GCF_003610995.1	1	37	0.01235	0.49383	0.49383	40	40	0	0.5750	46	0.5595	81	12	0	false	0.0016	3222081	ok	0	37	0.00000	0.49383	0.49383	40	40	0	1.0000	51	0.5595	81	12	0	false	0.0016		ok	3.00	34.00	0.00
GCF_014323405.1__GCA_902362365.1	GCF_014323405.1	GCA_902362365.1	1	34	0.01010	0.37374	0.37374	37	37	0	0.9825	56	0.6180	99	3	0	false	0.0081	118560	ok	2	34	0.02020	0.37374	0.37374	37	37	0	0.5632	49	0.6180	99	3	0	false	0.0081	2042970,2065290	ok	-5.00	1.00	38.00
GCF_001667185.1__GCF_002101815.1	GCF_001667185.1	GCF_002101815.1	0	31	0.00000	0.48000	0.52000	48	52	0	0.4328	29	0.5694	100	6	0	false	0.0016		ok	0	31	0.00000	0.48000	0.52000	48	52	0	0.8261	38	0.5694	100	6	0	false	0.0016		ok	-15.00	38.01	8.00
GCF_001952855.1__GCF_000346755.1	GCF_001952855.1	GCF_000346755.1	0	15	0.00000	0.40000	0.40000	16	16	0	0.6667	8	0.3750	40	4	0	false	0.0005		ok	0	15	0.00000	0.40000	0.40000	16	16	0	0.2857	6	0.3750	40	4	0	false	0.0005		ok	-4.00	4.00	15.00
GCF_003584685.1__GCA_910589175.1	GCF_003584685.1	GCA_910589175.1	0	8	0.00000	0.21429	0.21429	3	3	0	1.0000	5	0.3846	14	0	0	false	0.0032		ok	0	8	0.00000	0.21429	0.21429	3	3	0	0.3846	5	0.3846	14	0	0	false	0.0032		ok	-0.00	0.00	8.00
GCF_002259745.1__GCF_018555355.1	GCF_002259745.1	GCF_018555355.1	0	6	0.00000	0.46667	0.53333	7	8	0	0.1667	1	0.2500	15	3	0	false	0.0000		ok	0	6	0.00000	0.46667	0.53333	7	8	0	0.2500	1	0.2500	15	3	0	false	0.0000		ok	-2.00	5.00	3.00
GCF_018207095.1__GCF_900143625.1	GCF_018207095.1	GCF_900143625.1	0	6	0.00000	0.43902	0.56098	18	23	0	0.2353	4	0.6471	41	9	0	false	0.0004		ok	0	6	0.00000	0.43902	0.56098	18	23	0	0.5455	6	0.6471	41	9	0	false	0.0004		ok	-12.00	13.00	5.00
GCF_009749465.1__GCF_003384855.1	GCF_009749465.1	GCF_003384855.1	0	10	0.00000	0.07143	0.07143	2	2	0	0.5833	14	0.6154	28	4	0	false	0.0008		ok	0	10	0.00000	0.07143	0.07143	2	2	0	0.8889	16	0.6154	28	4	0	false	0.0008		ok	-2.00	10.00	2.00
GCA_017557665.1__GCA_017405965.1	GCA_017557665.1	GCA_017405965.1	0	6	0.00000	0.28571	0.71429	4	10	0	0.0000	0	0.1429	14	6	0	false	0.0000		ok	0	6	0.00000	0.28571	0.71429	4	10	0	0.0000	0	0.1429	14	6	0	false	0.0000		ok			
GCF_003046425.1__GCF_000306675.2	GCF_003046425.1	GCF_000306675.2	1	34	0.01538	0.46154	0.53846	30	35	0	0.4516	28	0.4848	65	13	0	false	0.0007	1806510	ok	0	34	0.00000	0.46154	0.53846	30	35	0	0.9444	34	0.4848	65	13	0	false	0.0007		ok	-2.00	34.00	2.00
GCF_002155975.1__GCF_017308975.1	GCF_002155975.1	GCF_017308975.1	1	127	0.00431	0.43966	0.56034	102	130	0	0.1693	32	0.3316	232	61	0	false	0.0024	3196615	ok	1	127	0.00431	0.43966	0.56034	102	130	0	0.9375	60	0.3316	232	61	0	false	0.0024	9916356	ok	-34.01	157.01	4.00
GCA_900316525.1__GCA_902778105.1	GCA_900316525.1	GCA_902778105.1	0	1	0.00000	0.45455	0.54545	5	6	0	0.5000	1	0.6667	11	1	0	false	0.0000		ok	0	1	0.00000	0.45455	0.54545	5	6	0	0.0000	0	0.6667	11	1	0	false	0.0000		ok			
GCF_000716535.1__GCF_014650035.1	GCF_000716535.1	GCF_014650035.1	1	18	0.01351	0.39189	0.60811	29	45	0	0.6250	35	0.6949	74	4	0	false	0.0007	173363	ok	0	18	0.00000	0.39189	0.60811	29	45	0	0.8864	39	0.6949	74	4	0	false	0.0007		ok	-8.00	21.00	5.00
GCA_015062085.1__GCA_017939795.1	GCA_015062085.1	GCA_017939795.1	0	22	0.00000	0.47761	0.52239	32	35	0	0.1200	3	0.2414	67	10	0	false	0.0021		ok	0	22	0.00000	0.47761	0.52239	32	35	0	0.4545	5	0.2414	67	10	0	false	0.0021		ok	-6.00	22.00	6.00
GCF_009858265.1__GCF_900101045.1	GCF_009858265.1	GCF_900101045.1	0	17	0.00000	0.28723	0.28723	54	54	0	0.9943	173	0.9101	188	2	0	false	0.0059		ok	1	17	0.00532	0.28723	0.28723	54	54	0	0.9198	172	0.9101	188	2	0	false	0.0059	5154417	ok	1.01	0.99	15.00
GCF_003002955.1__GCF_900102815.1	GCF_003002955.1	GCF_900102815.1	0	19	0.00000	0.41667	0.41667	30	30	0	0.8197	50	0.7206	72	4	0	false	0.0021		ok	0	19	0.00000	0.41667	0.41667	30	30	0	0.8929	50	0.7206	72	4	0	false	0.0021		ok	2.00	11.00	6.00
GCF_011039175.1__GCA_017945865.1	GCF_011039175.1	GCA_017945865.1	0	20	0.00000	0.40323	0.40323	25	25	0	0.6885	42	0.6825	62	13	0	false	0.0061		ok	0	20	0.00000	0.40323	0.40323	25	25	0	1.0000	45	0.6825	62	13	0	false	0.0061		ok	1.00	19.00	0.00
GCA_000634515.1__GCA_902537445.1	GCA_000634515.1	GCA_902537445.1	0	7	0.00000	0.15000	0.85000	3	17	0	0.7500	6	0.5000	20	1	0	false	0.0000		ok	0	7	0.00000	0.15000	0.85000	3	17	0	0.2308	3	0.5000	20	1	0	false	0.0000		ok	-5.00	2.00	10.00
GCF_018383905.1__GCF_014844035.1	GCF_018383905.1	GCF_014844035.1	0	6	0.00000	0.05882	0.05882	1	1	0	0.5000	8	0.6250	17	11	0	false	0.0006		ok	0	6	0.00000	0.05882	0.05882	1	1	0	1.0000	10	0.6250	17	11	0	false	0.0006		ok	-2.00	8.00	0.00
GCF_014779655.1__GCF_014653115.1	GCF_014779655.1	GCF_014653115.1	0	14	0.00000	0.23529	0.76471	12	39	0	0.6471	22	0.6585	51	1	0	false	0.0007		ok	0	14	0.00000	0.23529	0.76471	12	39	0	0.6765	23	0.6585	51	1	0	false	0.0007		ok	-9.00	12.00	11.00
GCA_017526585.1__GCA_902756345.1	GCA_017526585.1	GCA_902756345.1	0	8	0.00000	0.33333	0.66667	7	14	0	0.0000	0	0.2000	21	4	0	false	0.0000		ok	0	8	0.00000	0.33333	0.66667	7	14	0	0.0000	0	0.2000	21	4	0	false	0.0000		ok			
GCA_002394865.1__GCA_902776765.1	GCA_002394865.1	GCA_902776765.1	0	7	0.00000	0.47368	0.52632	9	10	0	1.0000	1	0.1250	19	5	0	false	0.0000		ok	0	7	0.00000	0.47368	0.52632	9	10	0	0.0000	0	0.1250	19	5	0	false	0.0000		ok			
