pairid	q_acc	r_acc	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular	syn2b_legacy_adjacency	syn2b_junctions	status	syn2b_rev_breakpoints	syn2b_rev_scj_distance	syn2b_rev_breakpoint_density	syn2b_rev_inverted_fraction	syn2b_rev_raw_inverted_fraction	syn2b_rev_orientation_mismatches	syn2b_rev_orientation_mismatches_raw	syn2b_rev_orientation_uninformative	syn2b_rev_observable_fraction	syn2b_rev_observable_adjacencies	syn2b_rev_structural	syn2b_rev_shared_tags	syn2b_rev_repeats_dropped	syn2b_rev_landmarks_collapsed	syn2b_rev_circular	syn2b_rev_legacy_adjacency	syn2b_rev_junctions	reverse_status	syn2b_scj_corrected	syn2b_hidden_a	syn2b_hidden_b
GCA_003209755.1__GCA_003280445.1	GCA_003209755.1	GCA_003280445.1	0	21	0.00000	0.47222	0.47222	34	34	0	0.7556	34	0.6379	72	9	0	false	0.0010		ok	0	21	0.00000	0.47222	0.47222	34	34	0	0.6600	33	0.6379	72	9	0	false	0.0010		ok	-7.00	11.00	17.00
GCA_902625035.1__GCA_902624635.1	GCA_902625035.1	GCA_902624635.1	0	17	0.00000	0.34848	0.65152	23	43	0	0.7636	42	0.7213	66	0	0	false	0.0016		ok	0	17	0.00000	0.34848	0.65152	23	43	0	0.8800	44	0.7213	66	0	0	false	0.0016		ok	-2.00	13.00	6.00
GCA_011523395.1__GCA_011523635.1	GCA_011523395.1	GCA_011523635.1	0	53	0.00000	0.46023	0.53977	81	95	0	0.3246	37	0.5583	176	17	0	false	0.0013		ok	0	53	0.00000	0.46023	0.53977	81	95	0	0.7671	56	0.5583	176	17	0	false	0.0013		ok	-40.99	76.99	17.00
GCF_001672755.1__GCF_001667925.1	GCF_001672755.1	GCF_001667925.1	0	52	0.00000	0.48603	0.51397	87	92	0	0.5917	71	0.6259	179	39	0	false	0.0004		ok	0	52	0.00000	0.48603	0.51397	87	92	0	0.7264	77	0.6259	179	39	0	false	0.0004		ok	-26.00	48.99	29.00
GCF_900119365.1__GCF_014649535.1	GCF_900119365.1	GCF_014649535.1	10	105	0.00866	0.38528	0.61472	445	710	0	0.9792	1081	0.9093	1155	30	0	false	0.0090	344530,1424946,1948202,2251474,2261460,2980978,3453602,3739790,5690254,5691451	ok	10	105	0.00866	0.38528	0.61472	445	710	0	0.9765	1081	0.9093	1155	30	0	false	0.0090	1946477,2671342,3701974,3906064,6354695,6952988,6964641,7525671,8139300,8272861	ok	56.02	22.96	26.01
GCF_001424165.1__GCA_003520365.1	GCF_001424165.1	GCA_003520365.1	0	67	0.00000	0.48421	0.51579	46	49	0	0.8824	15	0.1928	95	9	0	false	0.0005		ok	0	67	0.00000	0.48421	0.51579	46	49	0	0.0244	2	0.1928	95	9	0	false	0.0005		ok	-14.97	2.00	79.97
GCF_001885215.1__GCA_013203655.1	GCF_001885215.1	GCA_013203655.1	0	80	0.00000	0.35556	0.35556	64	64	0	1.0000	105	0.5604	180	22	0	false	0.0050		ok	1	80	0.00556	0.35556	0.35556	64	64	0	0.5028	90	0.5604	180	22	0	false	0.0050	760500	ok	-9.00	0.00	89.00
GCA_900547475.1__GCF_004353185.1	GCA_900547475.1	GCF_004353185.1	3	71	0.00940	0.38245	0.61755	122	197	0	0.8276	216	0.7601	319	22	0	false	0.0032	731816,3141552,3185702	ok	2	71	0.00627	0.38245	0.61755	122	197	0	0.8308	216	0.7601	319	22	0	false	0.0032	1798573,1876816	ok	-17.99	45.00	43.99
GCF_000938265.1__GCF_900177685.1	GCF_000938265.1	GCF_900177685.1	0	13	0.00000	0.43750	0.56250	42	54	0	0.8736	76	0.8587	96	6	0	false	0.0015		ok	0	13	0.00000	0.43750	0.56250	42	54	0	0.9167	77	0.8587	96	6	0	false	0.0015		ok	-4.99	11.00	7.00
GCF_000402035.1__GCA_001189345.1	GCF_000402035.1	GCA_001189345.1	3	75	0.02970	0.45545	0.54455	46	55	0	0.9861	71	0.3852	101	76	0	false	0.0004	76824,2423210,3852436	ok	11	75	0.10891	0.45545	0.54455	46	55	0	0.7526	73	0.3852	101	76	0	false	0.0004	214885,244070,293183,353039,724584,802541,864224,1168934,2158641,2711367,3163365	ok	50.00	1.00	24.00
GCA_017961175.1__GCA_017962375.1	GCA_017961175.1	GCA_017962375.1	1	22	0.01818	0.29091	0.70909	16	39	0	0.3095	13	0.4884	55	4	0	false	0.0004	1192553	ok	0	22	0.00000	0.29091	0.70909	16	39	0	0.9545	21	0.4884	55	4	0	false	0.0004		ok	-8.00	29.00	1.00
GCF_000377565.1__GCF_017741815.1	GCF_000377565.1	GCF_017741815.1	18	95	0.02198	0.45421	0.54579	372	447	0	0.9747	771	0.8865	819	27	0	false	0.0076	84525,192188,197293,267653,1254543,1498632,2469791,2485666,3319862,3337333,3804339,3870270,3893687,3949966,4286566,4347718,5255528,6236288	ok	15	95	0.01832	0.45421	0.54579	372	447	0	0.9746	768	0.8865	819	27	0	false	0.0076	121771,172881,202426,503601,579319,652145,1522727,1757233,1812480,2717882,2893082,3043442,3057872,4969684,6242698	ok	54.97	20.01	20.02
GCA_001604135.1__GCA_016292145.1	GCA_001604135.1	GCA_016292145.1	0	56	0.00000	0.48718	0.48718	76	76	0	0.9419	81	0.5971	156	13	0	false	0.0042		ok	0	56	0.00000	0.48718	0.48718	76	76	0	0.5147	70	0.5971	156	13	0	false	0.0042		ok	-15.00	5.00	66.00
GCA_900553135.1__GCA_905205085.1	GCA_900553135.1	GCA_905205085.1	0	8	0.00000	0.43750	0.56250	21	27	0	0.1250	1	0.3333	48	3	0	false	0.0003		ok	0	8	0.00000	0.43750	0.56250	21	27	0	0.0000	0	0.3333	48	3	0	false	0.0003		ok			
GCF_900112625.1__GCF_000364445.2	GCF_900112625.1	GCF_000364445.2	31	170	0.10438	0.44444	0.44444	132	132	0	0.8885	263	0.5304	297	34	0	false	0.0025	623863,759107,849558,880017,940251,1036047,1049612,1119317,1191001,1210419,2013499,2450452,2604216,2689294,2751399,4093645,4218007,4589596,4655656,4665864,4712065,4730126,4810674,5037915,5101017,5283057,5322585,6051152,6155813,6188534,6449129	ok	26	170	0.08754	0.44444	0.44444	132	132	0	1.0000	258	0.5304	297	34	0	false	0.0025	181097,211552,219530,358405,964879,1529909,1722474,1791328,1993144,2271583,2360012,2614150,2705610,2813093,3672419,3711421,4019560,4142547,4660232,4854883,4912630,5172343,6172868,6196899,6279004,6299579	ok	137.00	33.00	0.00
GCA_902576125.1__GCA_902512325.1	GCA_902576125.1	GCA_902512325.1	0	7	0.00000	0.31579	0.31579	6	6	0	0.8333	5	0.4167	19	3	0	false	0.0000		ok	0	7	0.00000	0.31579	0.31579	6	6	0	0.3636	4	0.4167	19	3	0	false	0.0000		ok	-1.00	1.00	7.00
GCA_902576905.1__GCA_902537235.1	GCA_902576905.1	GCA_902537235.1	0	23	0.00000	0.40517	0.59483	47	69	0	0.8298	78	0.7850	116	1	0	false	0.0038		ok	0	23	0.00000	0.40517	0.59483	47	69	0	0.8041	78	0.7850	116	1	0	false	0.0038		ok	-12.00	16.00	19.00
GCA_902536925.1__GCA_902518165.1	GCA_902536925.1	GCA_902518165.1	0	16	0.00000	0.50000	0.50000	56	56	0	0.8614	87	0.8491	112	0	0	false	0.0116		ok	0	16	0.00000	0.50000	0.50000	56	56	0	0.9158	87	0.8491	112	0	0	false	0.0116		ok	-6.00	14.00	8.00
GCF_001426905.1__GCA_017745235.1	GCF_001426905.1	GCA_017745235.1	3	59	0.03093	0.31959	0.31959	31	31	0	0.9091	60	0.4272	97	12	0	false	0.0005	744858,4119075,4593017	ok	3	59	0.03093	0.31959	0.31959	31	31	0	0.7037	57	0.4272	97	12	0	false	0.0005	2619426,2822959,3308624	ok	29.00	6.00	24.00
GCA_000383735.1__GCA_002323895.1	GCA_000383735.1	GCA_002323895.1	1	46	0.00599	0.44311	0.44311	74	74	0	0.8404	79	0.6378	167	28	0	false	0.0023	1412158	ok	1	46	0.00599	0.44311	0.44311	74	74	0	0.6053	69	0.6378	167	28	0	false	0.0023	358662	ok	-14.00	15.00	44.99
GCF_000691165.1__GCF_000691145.1	GCF_000691165.1	GCF_000691145.1	1	15	0.00513	0.41026	0.41026	80	80	0	0.9422	163	0.9171	195	2	0	false	0.0013	2365224	ok	1	15	0.00513	0.41026	0.41026	80	80	0	0.9368	163	0.9171	195	2	0	false	0.0013	2765350	ok	-6.00	10.00	11.00
GCF_004137255.1__GCF_013155335.1	GCF_004137255.1	GCF_013155335.1	2	13	0.02532	0.40506	0.59494	32	47	0	0.9437	67	0.8354	79	209	0	false	0.0005	701979,1105561	ok	2	13	0.02532	0.40506	0.59494	32	47	0	0.9189	68	0.8354	79	209	0	false	0.0005	1081918,1590798	ok	3.00	4.00	6.00
GCF_001068775.1__GCA_905221345.1	GCF_001068775.1	GCA_905221345.1	1	17	0.02778	0.36111	0.63889	13	23	0	0.4615	12	0.4138	36	15	0	false	0.0008	1208575	ok	1	17	0.02778	0.36111	0.63889	13	23	0	0.9333	14	0.4138	36	15	0	false	0.0008	547311	ok	2.00	14.00	1.00
GCF_001180165.1__GCA_902571955.1	GCF_001180165.1	GCA_902571955.1	0	12	0.00000	0.33333	0.33333	14	14	0	0.6897	20	0.6571	42	0	0	false	0.0033		ok	0	12	0.00000	0.33333	0.33333	14	14	0	0.7241	21	0.6571	42	0	0	false	0.0033		ok	-5.00	9.00	8.00
GCF_000960475.2__GCF_014648255.1	GCF_000960475.2	GCF_014648255.1	0	68	0.00000	0.47692	0.47692	124	124	0	0.7500	180	0.7333	260	15	0	false	0.0014		ok	0	68	0.00000	0.47692	0.47692	124	124	0	0.9307	188	0.7333	260	15	0	false	0.0014		ok	-6.00	60.00	14.00
GCA_017963805.1__GCA_017539325.1	GCA_017963805.1	GCA_017539325.1	0	78	0.00000	0.42803	0.57197	113	151	0	0.8713	149	0.6623	264	12	0	false	0.0124		ok	0	78	0.00000	0.42803	0.57197	113	151	0	0.6056	129	0.6623	264	12	0	false	0.0124		ok	-28.02	22.01	84.01
GCF_001693515.2__GCF_009930815.1	GCF_001693515.2	GCF_009930815.1	6	50	0.00857	0.05429	0.05429	38	38	0	1.0000	700	0.9310	700	72	0	true	0.0104	3212852,3274913,3656849,7542258,7892616,8559656	ok	8	50	0.01143	0.05429	0.05429	38	38	0	1.0000	700	0.9310	700	72	0	true	0.0104	838571,1022460,1065352,2914701,3151894,4932268,5564500,5569532	ok	50.00	0.00	0.00
GCF_002082245.2__GCF_003600645.1	GCF_002082245.2	GCF_003600645.1	3	28	0.03158	0.27368	0.72632	26	69	0	1.0000	95	0.7431	95	56	0	true	0.0010	1012358,1236967,4043784	ok	4	28	0.04211	0.27368	0.72632	26	69	0	1.0000	95	0.7431	95	56	0	true	0.0010	2885604,3617661,4447720,4701486	ok	28.00	0.00	0.00
GCF_014298075.1__GCF_001598695.1	GCF_014298075.1	GCF_001598695.1	0	21	0.00000	0.33929	0.33929	19	19	0	1.0000	36	0.6250	56	22	0	false	0.0009		ok	0	21	0.00000	0.33929	0.33929	19	19	0	0.5273	29	0.6250	56	22	0	false	0.0009		ok	-5.00	0.00	26.00
GCA_005789325.1__GCA_000428345.2	GCA_005789325.1	GCA_000428345.2	0	5	0.00000	0.44444	0.55556	4	5	0	0.0000	0	0.0000	9	57	0	false	0.0000		ok	0	5	0.00000	0.44444	0.55556	4	5	0	0.0000	0	0.0000	9	57	0	false	0.0000		ok			
GCA_900552015.1__GCF_000765235.1	GCA_900552015.1	GCF_000765235.1	3	55	0.01807	0.40361	0.59639	67	99	0	0.6339	71	0.5956	166	4	0	false	0.0035	702910,764664,1966943	ok	4	55	0.02410	0.40361	0.59639	67	99	0	0.7619	80	0.5956	166	4	0	false	0.0035	34879,771343,776355,1005366	ok	-11.01	41.01	25.00
GCA_902582155.1__GCA_902553555.1	GCA_902582155.1	GCA_902553555.1	0	2	0.00000	0.07692	0.92308	1	12	0	0.8750	7	0.7778	13	3	0	false	0.0000		ok	0	2	0.00000	0.07692	0.92308	1	12	0	0.8750	7	0.7778	13	3	0	false	0.0000		ok	0.00	1.00	1.00
GCA_000831085.1__GCA_905373305.1	GCA_000831085.1	GCA_905373305.1	0	29	0.00000	0.49474	0.49474	47	47	0	0.9459	35	0.5538	95	12	0	false	0.0022		ok	0	29	0.00000	0.49474	0.49474	47	47	0	0.4531	29	0.5538	95	12	0	false	0.0022		ok	-8.01	2.00	35.00
GCF_014222285.1__GCF_013343235.1	GCF_014222285.1	GCF_013343235.1	44	352	0.04661	0.44915	0.55085	424	520	0	0.7137	673	0.6484	944	81	0	false	0.0059	244667,430589,484111,1288103,1559753,1692475,1753053,1829415,2259461,2413945,2443132,2451679,2671338,2705972,2983790,3016582,3138019,3175620,3465749,3700002,3890674,3929357,4258083,4302820,4371217,4614315,4636859,4677729,4730470,4809606,4963874,4995253,5037667,5435297,5761527,6173304,6533779,6601718,6927078,7319511,7374591,7623225,7711121,7818229	ok	27	352	0.02860	0.44915	0.55085	424	520	0	1.0000	707	0.6484	944	81	0	false	0.0059	17109,660079,859452,1213704,1254556,2253231,2259723,3182297,3375328,3678862,4473614,4503632,4661000,5488845,5561890,5575413,5729961,5803576,5846351,5978824,6675760,6947991,7226376,7656586,8000485,8070245,8270379	ok	82.03	269.97	0.00
GCA_902634305.1__GCA_902587435.1	GCA_902634305.1	GCA_902587435.1	0	17	0.00000	0.40816	0.40816	20	20	0	0.6061	20	0.5641	49	0	0	false	0.0045		ok	0	17	0.00000	0.40816	0.40816	20	20	0	0.7500	21	0.5641	49	0	0	false	0.0045		ok	-3.00	13.00	7.00
GCA_003282205.1__GCA_902617895.1	GCA_003282205.1	GCA_902617895.1	0	11	0.00000	0.36620	0.63380	26	45	0	0.8500	51	0.8254	71	0	0	false	0.0025		ok	0	11	0.00000	0.36620	0.63380	26	45	0	0.9455	52	0.8254	71	0	0	false	0.0025		ok	-1.00	9.00	3.00
GCF_000421725.1__GCF_000166355.1	GCF_000421725.1	GCF_000166355.1	0	23	0.00000	0.35836	0.64164	105	188	0	0.9178	268	0.9215	293	20	0	false	0.0048		ok	0	23	0.00000	0.35836	0.64164	105	188	0	0.9963	270	0.9215	293	20	0	false	0.0048		ok	-2.01	24.00	1.00
GCA_900321605.1__GCA_017542915.1	GCA_900321605.1	GCA_017542915.1	8	84	0.02454	0.36810	0.63190	120	206	0	0.9216	235	0.7273	326	8	0	false	0.0075	597074,673374,742096,1250857,1292715,1401021,1408363,1682053	ok	10	84	0.03067	0.36810	0.63190	120	206	0	0.8231	228	0.7273	326	8	0	false	0.0075	435344,465593,665678,771586,1036899,1109661,1661856,1861919,2171433,2197228	ok	15.01	19.99	49.00
GCA_900765185.1__GCA_900765115.1	GCA_900765185.1	GCA_900765115.1	2	100	0.00570	0.48718	0.51282	171	180	0	0.5613	151	0.6479	351	6	0	false	0.0199	1491818,2102924	ok	1	100	0.00285	0.48718	0.51282	171	180	0	0.8643	172	0.6479	351	6	0	false	0.0199	168934	ok	-45.02	118.02	27.00
GCA_902628525.1__GCA_902591695.1	GCA_902628525.1	GCA_902591695.1	0	1	0.00000	0.46154	0.46154	6	6	0	0.8000	4	0.8333	13	0	0	false	0.0017		ok	0	1	0.00000	0.46154	0.46154	6	6	0	0.6667	4	0.8333	13	0	0	false	0.0017		ok	-2.00	1.00	2.00
GCA_902609285.1__GCA_902604835.1	GCA_902609285.1	GCA_902604835.1	0	24	0.00000	0.32456	0.32456	37	37	0	0.8265	81	0.7757	114	0	0	false	0.0165		ok	0	24	0.00000	0.32456	0.32456	37	37	0	0.8696	80	0.7757	114	0	0	false	0.0165		ok	-5.00	17.00	12.00
GCF_004320525.1__GCF_001663775.1	GCF_004320525.1	GCF_001663775.1	3	31	0.02439	0.35772	0.64228	44	79	0	0.8678	105	0.7597	123	34	0	false	0.0002	2029357,2212485,2228513	ok	1	31	0.00813	0.35772	0.64228	44	79	0	0.9906	105	0.7597	123	34	0	false	0.0002	1153006	ok	14.01	16.00	1.00
GCF_000966285.1__GCF_016786355.1	GCF_000966285.1	GCF_016786355.1	2	138	0.00597	0.43284	0.56716	145	190	0	1.0000	218	0.6000	335	75	0	false	0.0015	1589448,2469320	ok	7	138	0.02090	0.43284	0.56716	145	190	0	0.5749	192	0.6000	335	75	0	false	0.0015	63041,1899346,2134545,4847116,4947347,5450839,5655214	ok	-3.97	0.00	141.97
GCF_900234795.1__GCF_014199985.1	GCF_900234795.1	GCF_014199985.1	8	71	0.03175	0.48016	0.51984	121	131	0	1.0000	224	0.7399	252	44	0	false	0.0018	43716,1992655,2254436,2339330,2853603,3081296,3103513,5388539	ok	12	71	0.04762	0.48016	0.51984	121	131	0	0.8884	223	0.7399	252	44	0	false	0.0018	279665,594875,1570823,1658507,3242571,3909175,4059419,4218362,4292231,4804063,4831035,5414379	ok	42.99	0.00	28.01
GCF_000717645.1__GCF_003610995.1	GCF_000717645.1	GCF_003610995.1	5	72	0.01656	0.49669	0.49669	150	150	0	0.8505	256	0.7707	302	32	0	false	0.0016	770045,1896554,3127484,3265049,4296101	ok	2	72	0.00662	0.49669	0.49669	150	150	0	1.0000	255	0.7707	302	32	0	false	0.0016	1778720,3685275	ok	27.00	45.00	0.00
GCF_014323405.1__GCA_902362365.1	GCF_014323405.1	GCA_902362365.1	1	77	0.00273	0.43443	0.43443	159	159	0	0.9792	283	0.7843	366	15	0	false	0.0087	127071	ok	4	77	0.01093	0.43443	0.43443	159	159	0	0.7960	277	0.7843	366	15	0	false	0.0087	364791,1402018,2051390,2065290	ok	-0.00	6.01	70.99
GCF_001667185.1__GCF_002101815.1	GCF_001667185.1	GCF_002101815.1	0	78	0.00000	0.48624	0.48624	212	212	0	0.8198	323	0.8098	436	14	0	false	0.0036		ok	0	78	0.00000	0.48624	0.48624	212	212	0	0.9483	330	0.8098	436	14	0	false	0.0036		ok	-10.99	71.00	17.99
GCF_001952855.1__GCF_000346755.1	GCF_001952855.1	GCF_000346755.1	2	68	0.00990	0.39109	0.39109	79	79	0	0.9444	119	0.6264	202	16	0	false	0.0019	283403,4423466	ok	4	68	0.01980	0.39109	0.39109	79	79	0	0.6412	109	0.6264	202	16	0	false	0.0019	587964,1381829,2938388,5806324	ok	0.00	7.01	60.99
GCF_003584685.1__GCA_910589175.1	GCF_003584685.1	GCA_910589175.1	0	16	0.00000	0.28947	0.28947	11	11	0	1.0000	21	0.5676	38	8	0	false	0.0004		ok	0	16	0.00000	0.28947	0.28947	11	11	0	0.4324	16	0.5676	38	8	0	false	0.0004		ok	-5.00	0.00	21.00
GCF_002259745.1__GCF_018555355.1	GCF_002259745.1	GCF_018555355.1	3	23	0.04412	0.48529	0.51471	33	35	0	0.6863	35	0.6167	68	19	0	false	0.0011	1246615,1309057,1913364	ok	2	23	0.02941	0.48529	0.51471	33	35	0	0.8261	38	0.6167	68	19	0	false	0.0011	1028231,2155717	ok	-1.00	16.00	8.00
GCF_018207095.1__GCF_900143625.1	GCF_018207095.1	GCF_900143625.1	0	37	0.00000	0.43750	0.56250	63	81	0	0.4598	40	0.5934	144	22	0	false	0.0002		ok	0	37	0.00000	0.43750	0.56250	63	81	0	0.8103	47	0.5934	144	22	0	false	0.0002		ok	-21.00	46.99	11.00
GCF_009749465.1__GCF_003384855.1	GCF_009749465.1	GCF_003384855.1	0	16	0.00000	0.23913	0.23913	22	22	0	0.8372	72	0.8202	92	13	0	false	0.0008		ok	0	16	0.00000	0.23913	0.23913	22	22	0	0.9474	72	0.8202	92	13	0	false	0.0008		ok	-2.00	14.00	4.00
GCA_017557665.1__GCA_017405965.1	GCA_017557665.1	GCA_017405965.1	3	28	0.04918	0.45902	0.54098	28	33	0	0.6977	30	0.4717	61	13	0	false	0.0011	1126410,1534386,2226677	ok	1	28	0.01639	0.45902	0.54098	28	33	0	0.8571	30	0.4717	61	13	0	false	0.0011	988048	ok	10.00	13.00	5.00
GCF_003046425.1__GCF_000306675.2	GCF_003046425.1	GCF_000306675.2	9	65	0.03600	0.42800	0.57200	107	143	0	0.8178	202	0.7510	250	76	0	false	0.0020	816044,937952,1435322,1777384,1806510,2461472,2500830,2559274,2716169	ok	4	65	0.01600	0.42800	0.57200	107	143	0	0.9905	208	0.7510	250	76	0	false	0.0020	1267075,1306675,1511700,3461245	ok	18.00	45.00	1.99
GCF_002155975.1__GCF_017308975.1	GCF_002155975.1	GCF_017308975.1	4	356	0.00439	0.45554	0.54446	415	496	0	0.5110	440	0.5936	911	248	0	false	0.0041	3196615,8217055,8245581,8664379	ok	3	356	0.00329	0.45554	0.54446	415	496	0	0.9813	525	0.5936	911	248	0	false	0.0041	1008631,3650788,9926288	ok	-75.06	421.06	10.00
GCA_900316525.1__GCA_902778105.1	GCA_900316525.1	GCA_902778105.1	1	16	0.02326	0.32558	0.67442	14	29	0	0.6667	12	0.4074	43	1	0	false	0.0003	1920366	ok	0	16	0.00000	0.32558	0.67442	14	29	0	0.5500	11	0.4074	43	1	0	false	0.0003		ok	1.00	6.00	9.00
GCF_000716535.1__GCF_014650035.1	GCF_000716535.1	GCF_014650035.1	3	59	0.01017	0.47458	0.52542	140	155	0	0.8922	240	0.7958	295	19	0	false	0.0010	173363,3488944,6822222	ok	2	59	0.00678	0.47458	0.52542	140	155	0	0.9640	241	0.7958	295	19	0	false	0.0010	1055447,2344270	ok	21.00	29.00	9.00
