Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhimurium_LT2.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhimurium_LT2.fasta	100.00	100.00	100.00	ENA|AE006468|AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	ENA|AE006468|AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhi_CT18.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhimurium_LT2.fasta	98.32	88.67	87.79	ENA|AL513382|AL513382.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome	ENA|AE006468|AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Citrobacter_rodentium.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhimurium_LT2.fasta	83.24	15.30	16.84	ENA|FN543502|FN543502.1 Citrobacter rodentium ICC168, complete genome	ENA|AE006468|AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	100.00	100.00	100.00	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	98.97	91.51	88.61	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.93	84.68	73.80	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.93	83.01	73.73	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.93	83.19	73.81	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.90	71.30	74.94	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/draftbench/drafts/GCA_001075925.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.66	53.76	75.89	ENA|JUNK01000004|JUNK01000004.1 Escherichia coli strain 924_ECOL 12_9138_110906, whole genome shotgun sequence.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_flexneri_301.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.58	78.65	69.27	ENA|AE005674|AE005674.2 Shigella flexneri 2a str. 301, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	96.45	75.24	69.40	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Escherichia_fergusonii.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	91.65	51.85	45.48	ENA|CU928158|CU928158.2 Escherichia fergusonii ATCC 35469 chromosome, complete genome	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhi_CT18.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhi_CT18.fasta	100.00	100.00	100.00	ENA|AL513382|AL513382.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome	ENA|AL513382|AL513382.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhimurium_LT2.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhi_CT18.fasta	98.32	87.79	88.67	ENA|AE006468|AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	ENA|AL513382|AL513382.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Citrobacter_rodentium.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Salmonella_Typhi_CT18.fasta	83.20	16.47	18.31	ENA|FN543502|FN543502.1 Citrobacter rodentium ICC168, complete genome	ENA|AL513382|AL513382.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	100.00	100.00	100.00	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	98.97	91.45	93.11	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	98.97	91.36	93.11	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	98.30	79.92	84.59	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	98.03	73.39	88.51	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_flexneri_301.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	97.91	80.91	81.77	ENA|AE005674|AE005674.2 Shigella flexneri 2a str. 301, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/draftbench/drafts/GCA_001075925.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	97.12	53.23	86.23	ENA|JUNK01000004|JUNK01000004.1 Escherichia coli strain 924_ECOL 12_9138_110906, whole genome shotgun sequence.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	96.93	75.80	84.23	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	96.93	73.80	84.68	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Escherichia_fergusonii.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	91.90	50.97	51.30	ENA|CU928158|CU928158.2 Escherichia fergusonii ATCC 35469 chromosome, complete genome	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	100.00	100.00	100.00	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	99.99	100.00	100.00	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	98.97	93.11	91.36	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	98.23	80.76	83.87	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	98.07	74.42	88.07	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_flexneri_301.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	98.04	82.18	81.49	ENA|AE005674|AE005674.2 Shigella flexneri 2a str. 301, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/draftbench/drafts/GCA_001075925.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	97.01	53.86	85.60	ENA|JUNK01000004|JUNK01000004.1 Escherichia coli strain 924_ECOL 12_9138_110906, whole genome shotgun sequence.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	96.93	73.73	83.01	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	96.93	76.30	83.19	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Escherichia_fergusonii.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	91.97	51.16	50.53	ENA|CU928158|CU928158.2 Escherichia fergusonii ATCC 35469 chromosome, complete genome	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	100.00	100.00	100.00	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	98.08	88.25	74.50	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	98.07	88.07	74.42	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	98.03	88.51	73.39	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	97.82	80.78	70.89	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_flexneri_301.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	97.58	82.18	68.86	ENA|AE005674|AE005674.2 Shigella flexneri 2a str. 301, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/draftbench/drafts/GCA_001075925.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	97.13	56.23	75.52	ENA|JUNK01000004|JUNK01000004.1 Escherichia coli strain 924_ECOL 12_9138_110906, whole genome shotgun sequence.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	96.95	77.07	71.00	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	96.90	74.94	71.30	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Escherichia_fergusonii.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	91.65	51.37	42.87	ENA|CU928158|CU928158.2 Escherichia fergusonii ATCC 35469 chromosome, complete genome	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	100.00	99.17	99.17	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	98.30	84.59	79.92	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	98.26	84.01	80.81	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_flexneri_301.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	98.24	81.35	77.67	ENA|AE005674|AE005674.2 Shigella flexneri 2a str. 301, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	98.23	83.87	80.76	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	97.82	70.89	80.78	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/draftbench/drafts/GCA_001075925.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	97.12	50.71	77.61	ENA|JUNK01000004|JUNK01000004.1 Escherichia coli strain 924_ECOL 12_9138_110906, whole genome shotgun sequence.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	96.45	69.40	75.24	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	96.31	71.80	75.38	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Escherichia_fergusonii.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Shigella_sonnei_Ss046.fasta	92.05	47.63	45.30	ENA|CU928158|CU928158.2 Escherichia fergusonii ATCC 35469 chromosome, complete genome	ENA|CP000038|CP000038.1 Shigella sonnei Ss046, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	100.00	100.00	100.00	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	98.97	88.61	91.51	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.95	71.00	77.07	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.94	83.42	76.44	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_BL21_DE3.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.93	84.23	75.80	ENA|AM946981|AM946981.2 Escherichia coli BL21(DE3), complete genome	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
