Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	100.00	100.00	100.00	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	98.08	88.25	74.50	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	98.07	88.07	74.42	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	96.95	77.07	71.00	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	96.90	74.94	71.30	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	100.00	100.00	100.00	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	98.97	88.61	91.51	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.95	71.00	77.07	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.94	83.42	76.44	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	96.93	83.19	76.30	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	100.00	100.00	100.00	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_W3110.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	99.99	100.00	100.00	ENA|AP009048|AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome.	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_O157H7_Sakai.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	98.08	74.50	88.25	ENA|BA000007|BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome.	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_UTI89.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	96.94	76.44	83.42	ENA|CP000243|CP000243.1 Escherichia coli UTI89, complete genome.	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.
/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_CFT073.fasta	/Users/macstudio/Downloads/Syn2bANI/prototype/realbench/genomes/Ecoli_K12_MG1655.fasta	96.93	73.81	83.19	ENA|AE014075|AE014075.1 Escherichia coli CFT073, complete genome.	ENA|U00096|U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome.
